OBJECTID_1,FID_neighbourhoods_polygon,neighbourh,text,created,Description,longitude,latitude,hashtag,statusSour
335,5,Centrum-West,#Lifeliner1 A1 13991 13124 Rit 72695 72696 #AMSTERDAM Laurierstraat 1016PL,2019-06-21,non-tourist,4.881815,52.37242,amsterdam,"<a href=""http://www.waarisdebrand.nl"" rel=""nofollow"">widb-twit</a>"
336,7,Centrum-Oost,Finishing touch installation for Buiksloterham 2040 model. Thanks to hard working team. See you… https://t.co/xo0yhU2n41,2019-06-17,non-tourist,4.91654258,52.37253249,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
337,7,Centrum-Oost,We leave no marks. ‘Buiksloterham 2040’ model will be relocated to the new destination somewhere in Buiksloterham.… https://t.co/AXAXKRmgOh,2019-06-24,non-tourist,4.91654258,52.37253249,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
338,5,Centrum-West,#Holland #<U+0001F1F3><U+0001F1F1> #amsterdam #thebulldog #coffeeshop #ilovecoffee #<U+2615><U+FE0F> #girlfriendtime #<U+0001F46B> #picoftheday #instapic… https://t.co/Kv0FzLAlrj,2019-06-19,tourist,4.896158,52.37255899,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
340,11,Westerpark,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Hugo de Grootkade Amsterdam
 https://t.co/EdLNyK9FhO",2019-06-19,non-tourist,4.870932,52.372703,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
341,5,Centrum-West,#amsterdam #music @ Pulitzer Amsterdam https://t.co/zLX9e4mFuZ,2019-06-15,tourist,4.88343,52.37281,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
342,5,Centrum-West,A room with a perfect view. Good morning from Amsterdam... #amsterdam #morningwalk @ Pulitzer Amsterdam https://t.co/qaMe3AeQLP,2019-06-17,tourist,4.88343,52.37281,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
343,5,Centrum-West,Excellent day speaking at a google event in #amsterdam for Central and Eastern European business leaders. Loved the… https://t.co/TjVmf4SLxY,2019-06-18,tourist,4.88343,52.37281,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
345,5,Centrum-West,Big foot!! Que tiene alquien que tiene el pie grande??  pues el zapato Grande!!! #startoflow #manustartoflow… https://t.co/hhQvNWdxwe,2019-06-19,tourist,4.892778,52.373056,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
346,5,Centrum-West,No fakers creators only #Amsterdam #solotravel #LiveLoveExplore @ Dam Square https://t.co/sWbj2nIMlm,2019-06-19,tourist,4.892778,52.373056,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
347,5,Centrum-West,Another view of the Dam Square from the other side. I like this one cos I managed to capture the colored lights in… https://t.co/BOKjBMMW7A,2019-06-20,tourist,4.892778,52.373056,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
348,5,Centrum-West,Ore 22.00 in #Amsterdam @ Dam Square https://t.co/8G35xobuLa,2019-06-20,tourist,4.892778,52.373056,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
349,5,Centrum-West,Kicks still fresh! #DamSquare #amsterdam #netherlands #converse #vacation #friday @ Dam Square https://t.co/8nqd11maYU,2019-06-21,tourist,4.892778,52.373056,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
356,5,Centrum-West,"Por ahí bajando el stress <U+0001F611><U+0001F341>
#elinvaider #sambalaka #music #musica #latino  #reggaeton #trap #traplatino #otow… https://t.co/Y7dHTSz1ER",2019-06-17,tourist,4.89333,52.37314,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
357,5,Centrum-West,"Street lights X Amsterdam

#amsterdam #Thursday #paisley #vacation @ Amsterdam Red Light District https://t.co/II8LY5HpcA",2019-06-21,tourist,4.89333,52.37314,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
358,5,Centrum-West,<U+0001F4CD>Once again <U+0001F6B6><U+0001F3FE><U+200D><U+2642><U+FE0F> #redlightdistrict <U+0001F6A8> #amsterdam<U+0001F1F3><U+0001F1F1> #holland #neatherlands #tnspr #teamnosleep<U+0001F6AB>pr #traveler… https://t.co/NBnnQ4PUld,2019-06-20,tourist,4.89352934,52.37314962,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
361,5,Centrum-West,"#fbf 
Sexta feira é dia de maldade!
#flashblackfriday de Amsterdam. O que posso dizer? #infelizmentenãoétãobom… https://t.co/J0WtLWZkvV",2019-06-21,tourist,4.8968319,52.37323987,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
362,5,Centrum-West,"BREAKING NEWS! <U+0001F5DE> We're opening a  flagship store on Dam Square! <U+274C><U+274C><U+274C>
•
•
•

<U+0001F4CD> Dam 8, first floor <U+2B06><U+FE0F> naked.espresso… https://t.co/jKXtkBOaIU",2019-06-16,non-tourist,4.8923,52.3736,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
365,5,Centrum-West,"<U+0001F1F3><U+0001F1F1> Detail van de Fo Guang Shan He Hua Tempel / <U+0001F1EC><U+0001F1E7> Detail of the Fo Guang Shan He Hua Temple

Tags:
<U+0001F1F3><U+0001F1F1>: #Amsterdam… https://t.co/IEFsnEbmMa",2019-06-21,tourist,4.90013227,52.37369738,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
366,18,Geuzenveld - Slotermeer,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Noordzijde Amsterdam
 https://t.co/K8Na0nMukd",2019-06-23,non-tourist,4.820572,52.373733,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
367,18,Geuzenveld - Slotermeer,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Burgemeester Van de Pollstraat Amsterdam
 https://t.co/8wlJHBh1fK",2019-06-24,non-tourist,4.8323443,52.3738673,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
368,5,Centrum-West,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Persoon te water Oudezijds Achterburgwal Amsterdam
 https://t.co/V8Sycqkz4p",2019-06-18,non-tourist,4.899673,52.373947,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
369,5,Centrum-West,I'm a day dreamer and a night thinker<U+0001F4AD>. | Happy 25th <U+0001F382><U+0001F970> #travelwithdreamiz #amsterdam @ Damrak https://t.co/gQvb82uqzJ,2019-06-23,tourist,4.8941628,52.3740178,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
370,5,Centrum-West,"#amsterdam #vibes .... <U+2764><U+FE0F><U+0001F1F3><U+0001F1F1><U+2615><U+FE0F><U+0001F30D><U+270C><U+0001F3FC>

#holiday #netherlands #design #redlightdistrict #europeanstyle #coffee #igers… https://t.co/oJpqgpHSmB",2019-06-24,tourist,4.89616871,52.37402065,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
374,5,Centrum-West,Of course an obligatory one for the album near the canals. <U+0001F605> Thanks orang2 lalu lalang tolong tangkapkan gamba I ha… https://t.co/zfxob71jLI,2019-06-19,tourist,4.88016421,52.37402324,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
375,5,Centrum-West,"A few tidbits from #Amsterdam day #1 ... riverboat cruise,downtown stroll &amp; lots of <U+0001F6B2> <U+0001F6B2> <U+0001F3CD> #liveaboard #bikeable @ J… https://t.co/tzGQGW3bwY",2019-06-24,tourist,4.88016421,52.37402324,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
378,5,Centrum-West,"#Amsterdam @ Oude Kerk, Amsterdam https://t.co/WUob5M7gZz",2019-06-24,tourist,4.898056,52.374167,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
379,5,Centrum-West,Having a break before we come back. #amsterdam https://t.co/5slkE4hGZ5,2019-06-23,tourist,4.8892617,52.3746971,amsterdam,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
380,5,Centrum-West,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Damrak Amsterdam
 https://t.co/nABFKmfV4C",2019-06-21,non-tourist,4.89581,52.375135,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
381,11,Westerpark,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Jan van Galenstraat Amsterdam
 https://t.co/utYkBlKWu3",2019-06-21,non-tourist,4.865558,52.375522,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
382,5,Centrum-West,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Persoon te water Oudezijds Voorburgwal Amsterdam
 https://t.co/ORRDcOVczs",2019-06-22,non-tourist,4.900003,52.375622,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
383,5,Centrum-West,Every close to finish this back piece for rijkovergoor <U+0001F64F><U+0001F3FC>#wisekidtattooandgallery #wisekidproductions… https://t.co/YDs7QatjTt,2019-06-17,non-tourist,4.89365,52.37571,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
384,7,Centrum-Oost,"Kleine Pause <U+0001F60A>
#amsterdam #niederlande @ Vapiano Nederland https://t.co/P20f6mUU5X",2019-06-21,tourist,4.90855,52.3758,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
385,5,Centrum-West,About last night! GOAT CHEESE SALAD! <U+0001F923> Laughed so hard my stomach hurt. #amsterdam #redlightdistrictamsterdam… https://t.co/ZBSalq8nja,2019-06-16,tourist,4.90024,52.37582,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
386,5,Centrum-West,"Pints. #3G4D
• • • 
#threeguysfourdrinks #Palm #eurolager #eurotrip #beer #beerreview 
#podcast #importbeer… https://t.co/HQM8cwxfL3",2019-06-21,tourist,4.90044,52.37588,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
389,18,Geuzenveld - Slotermeer,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Burgemeester Roellstraat Amsterdam
 https://t.co/K0H0zN2sCw",2019-06-23,non-tourist,4.81537,52.376043,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
390,18,Geuzenveld - Slotermeer,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Burgemeester Roellstraat Amsterdam
 https://t.co/ZwEfE3ycGj",2019-06-23,non-tourist,4.81537,52.376043,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
391,5,Centrum-West,Rose filler for Michael #wisekidproductions #wisekidtattooandgallery #wisekid #amsterdam<U+0001F1F3><U+0001F1F1> #dirkvanhasseltssteeg47… https://t.co/0L3wOCngLx,2019-06-16,non-tourist,4.8923315,52.3762373,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
392,5,Centrum-West,Almost finished the painting for upcoming show at antiektattoo #wisekidtattooandgallery #wisekidproductions… https://t.co/il61QPCGor,2019-06-19,non-tourist,4.8923315,52.3762373,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
393,11,Westerpark,Amsterdam Food Pitch<U+2666><U+FE0F> #salmari #beyondthedark #dekwekerhorecagroothandel #amsterdam #horeca @ De Kweker levensmidd… https://t.co/Luze7BzfQY,2019-06-20,non-tourist,4.86749,52.37625,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
394,7,Centrum-Oost,"#Amsterdam have a lot of cool places like this to just chill out and enjoy a nice #Jeffe <U+2764>

Love Belgium beer ! <U+0001F525> @… https://t.co/RNqjaVX8QA",2019-06-17,tourist,4.91159916,52.37625648,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
395,5,Centrum-West,#Lifeliner1 A1 13991 Rit 73494 #AMSTERDAM Spuistraat 1012TS Bitterzoet Cafe/Bar,2019-06-22,non-tourist,4.892871,52.376404,amsterdam,"<a href=""http://www.waarisdebrand.nl"" rel=""nofollow"">widb-twit</a>"
396,6,Oostelijk Havengebied - Indische Buurt,"Muito bom viajar e reencontrar pessoas queridas. Com Rafael Saraiva, Raul Smith e Roberto Montezuma em #Amsterdam… https://t.co/u1JzwyeOAS",2019-06-23,tourist,4.92195789,52.37666561,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
397,6,Oostelijk Havengebied - Indische Buurt,"My #view at #home 
#fullmoon #amsterdam 
#traveller #adechaidir @ Hijau Travel &amp; Tours https://t.co/fGhA9JWmjC",2019-06-17,tourist,4.92274,52.37668,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
398,6,Oostelijk Havengebied - Indische Buurt,"Mari kita liat what #amsterdam can #offer 
#join me for a #memorable #trip @ Hijau Travel &amp; Tours https://t.co/GS1XIR67GZ",2019-06-24,tourist,4.92274,52.37668,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
406,6,Oostelijk Havengebied - Indische Buurt,We zijn van start! De landelijke GHOR netwerkdag! #amsterdam @ Pakhuis de Zwijger https://t.co/3j5OZfyA0x,2019-06-20,non-tourist,4.92201749,52.37672567,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
407,6,Oostelijk Havengebied - Indische Buurt,De workshop’s zijn gestart voor de eerste groepen. De andere groepen zijn naar buiten voor een wandeling of rondvaa… https://t.co/0wsmjmOrNw,2019-06-20,non-tourist,4.92201749,52.37672567,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
408,7,Centrum-Oost,#holland #<U+0001F1F3><U+0001F1F1> #amsterdam #earlybird #breakfast #starbucks #beardedcoffee #icedcoffeemocha #girlfriendtime #<U+0001F46B>… https://t.co/0r9319gHPe,2019-06-20,tourist,4.90452492,52.37681039,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
410,5,Centrum-West,Bridge watching... #bridges #amsterdam @ Amsterdam Centraal https://t.co/EIRNuCNhy6,2019-06-15,tourist,4.8987884,52.37697431,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
411,5,Centrum-West,#amsterdam en Amsterdam Centraal https://t.co/CRPkwLFW7P,2019-06-16,tourist,4.8987884,52.37697431,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
412,5,Centrum-West,"Welcome to Amsterdam Centraal.

 #travel #netherland #amsterdam #thisis30 @ Amsterdam Centraal https://t.co/bvp40P4pxm",2019-06-16,tourist,4.8987884,52.37697431,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
413,5,Centrum-West,#amsterdam en Amsterdam Centraal https://t.co/UPCVhM61MO,2019-06-17,tourist,4.8987884,52.37697431,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
414,5,Centrum-West,Il coaching e’ anche questo..aiutare le persone a brillare! #coaching #helppeople #nolimits help people to shine !… https://t.co/VRZpzq90w5,2019-06-17,tourist,4.8987884,52.37697431,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
415,5,Centrum-West,#earlybird #morningrun #runningamsterdam #runningaround #runner #instarunner #instarunners #running… https://t.co/Xm7Pxr7NfX,2019-06-18,non-tourist,4.8987884,52.37697431,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
416,5,Centrum-West,#throwbackthursday #funtimes #amsterdam #friends #family <U+2764><U+FE0F><U+0001F37B><U+0001F92A><U+0001F483><U+0001F3FB><U+0001F57A><U+0001F3FB>#takeusback <U+0001F600> @ Amsterdam Centraal https://t.co/dEwQ0A2DNK,2019-06-20,tourist,4.8987884,52.37697431,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
417,5,Centrum-West,Welcomed to #amsterdam with so much <U+2764><U+FE0F><U+0001F64F> #inlovewithamsterdam #friends #happybirthday #amsterdamcentraal… https://t.co/sO49fzz0BE,2019-06-21,tourist,4.8987884,52.37697431,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
418,5,Centrum-West,Welcomed to #amsterdam with so much <U+2764><U+FE0F><U+0001F64F> #inlovewithamsterdam #friends #happybirthday #amsterdamcentraal… https://t.co/NALKlya1w3,2019-06-21,tourist,4.8987884,52.37697431,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
419,5,Centrum-West,#amsterdam #inlovewithamsterdam #friends #happybirthday #amsterdamcentraal #loveitalready #friendswhomatter… https://t.co/OyCdjp77QE,2019-06-21,tourist,4.8987884,52.37697431,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
420,5,Centrum-West,New friends and old all@in this beautiful city <U+2764><U+FE0F><U+0001F64F> #thankyouforthewonderfultime #memories #amsterdam… https://t.co/rLHoQFzTX2,2019-06-23,tourist,4.8987884,52.37697431,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
421,5,Centrum-West,#amsterdam #eurosummer2019 #itscold #inlovewithamsterdam #friends #happybirthday #amsterdamcentraal #loveitalready… https://t.co/XwYmiJoTHQ,2019-06-23,tourist,4.8987884,52.37697431,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
422,5,Centrum-West,#amsterdam #eurosummer2019 #itscold #inlovewithamsterdam #friends #happybirthday #amsterdamcentraal #loveitalready… https://t.co/1nyksOeSHf,2019-06-23,tourist,4.8987884,52.37697431,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
423,5,Centrum-West,"Outfit of the evening, out for pizza in #amsterdam ! 
#oote #outfitoftheevening #alternativegirls #altstyle… https://t.co/mJiuFxkahf",2019-06-23,tourist,4.8987884,52.37697431,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
424,5,Centrum-West,"Got back from Amsterdam yesterday, some beautiful scenery, a lot of alcohol &amp; some ridiculous humour. Here’s some o… https://t.co/6zpz0wiwIX",2019-06-24,tourist,4.8987884,52.37697431,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
425,5,Centrum-West,<U+0001F1F1><U+0001F1FA> #Amsterdam <U+0001F1F1><U+0001F1FA> @ Amsterdam Centraal https://t.co/j3p38JzxbC,2019-06-24,tourist,4.8987884,52.37697431,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
426,5,Centrum-West,"Hallo, snel bezoek <U+0001F92D>
.

.

.
.

.
.
. 
#Amsterdam en Amsterdam Centraal https://t.co/9tK9XSdSlI",2019-06-24,tourist,4.8987884,52.37697431,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
427,5,Centrum-West,Well I Never <U+0001F633> #KFC #Taco #ZingerTaco #Zinger #Amsterdam @ Amsterdam Centraal https://t.co/ztX1DLMgdk,2019-06-24,tourist,4.8987884,52.37697431,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
433,5,Centrum-West,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Singel Amsterdam
 https://t.co/APBEVwvcMB",2019-06-15,non-tourist,4.892565,52.377175,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
434,7,Centrum-Oost,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Piet Heinkade Amsterdam
 https://t.co/78Hiuxclpc",2019-06-17,non-tourist,4.910866,52.377492,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
435,7,Centrum-Oost,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Piet Heinkade Amsterdam
 https://t.co/qaVdvwbA36",2019-06-20,non-tourist,4.910866,52.377492,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
436,7,Centrum-Oost,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Piet Heinkade Amsterdam
 https://t.co/KQcKW3zcfu",2019-06-22,non-tourist,4.910866,52.377492,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
437,7,Centrum-Oost,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Piet Heinkade Amsterdam
 https://t.co/gF5r8EqYpD",2019-06-23,non-tourist,4.910866,52.377492,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
438,7,Centrum-Oost,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Piet Heinkade Amsterdam
 https://t.co/G92PU1YU9m",2019-06-23,non-tourist,4.910866,52.377492,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
439,5,Centrum-West,#wraparound #tribaltatoo #drawnontattoo #hollywoodmarkdidit #hollywoodmarktattooamsterdam #amsterdam #amsterdamlife… https://t.co/tuBrFzbzFc,2019-06-15,non-tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
